	KeywordRepititions	FieldRepititions	NumCoAuthored	NumOfSharedReferences	NumofSharedReferencedBy	AffRepititions	ConfRepititions
815	0.0	0.0	2.0	0.0	0.0	8.0	8.0
816	1.0	1.0	3.0	526.0	1318.0	4.0	377.0
817	0.0	0.0	1.0	10.0	35.0	18.0	28.0
818	0.0	0.0	1.0	33.0	63.0	3.0	3.0
819	1.0	1.0	1.0	40.0	36.0	0.0	3.0
820	1.0	1.0	1.0	40.0	36.0	0.0	3.0
821	1.0	1.0	1.0	26.0	115.0	1.0	5.0
822	1.0	1.0	1.0	30.0	232.0	1.0	1.0
823	1.0	1.0	1.0	21.0	21.0	1.0	1.0
824	1.0	1.0	1.0	30.0	232.0	1.0	1.0
825	0.0	0.0	1.0	0.0	0.0	2.0	3.0
826	0.0	0.0	2.0	1.0	1.0	4.0	4.0
827	0.0	0.0	1.0	4.0	1.0	1.0	2.0
828	1.0	1.0	4.0	201.0	300.0	24.0	221.0
829	0.0	0.0	1.0	0.0	0.0	1.0	1.0
830	0.0	0.0	1.0	0.0	0.0	1.0	1.0
831	1.0	1.0	1.0	55.0	140.0	0.0	55.0
832	1.0	1.0	1.0	45.0	123.0	0.0	20.0
833	0.0	0.0	1.0	0.0	2.0	1.0	1.0
834	0.0	0.0	1.0	0.0	2.0	1.0	1.0
835	0.0	0.0	2.0	0.0	0.0	2.0	4.0
836	1.0	1.0	1.0	21.0	21.0	1.0	1.0
837	0.0	0.0	1.0	16.0	35.0	8.0	8.0
838	1.0	1.0	1.0	0.0	12.0	0.0	4.0
839	0.0	0.0	1.0	4.0	9.0	2.0	11.0
840	1.0	1.0	3.0	109.0	405.0	30.0	35.0
841	1.0	1.0	1.0	47.0	124.0	0.0	15.0
842	1.0	1.0	1.0	0.0	11.0	0.0	3.0
843	0.0	0.0	1.0	24.0	69.0	1.0	2.0
844	1.0	1.0	2.0	27.0	254.0	21.0	39.0
845	1.0	1.0	1.0	44.0	35.0	1.0	1.0
846	1.0	1.0	1.0	44.0	35.0	1.0	1.0
847	1.0	1.0	2.0	26.0	4.0	4.0	4.0
848	1.0	1.0	1.0	42.0	123.0	0.0	5.0
849	0.0	0.0	1.0	0.0	0.0	1.0	2.0
850	0.0	0.0	1.0	0.0	0.0	0.0	1.0
851	1.0	1.0	1.0	2.0	8.0	0.0	11.0
852	1.0	1.0	1.0	12.0	9.0	0.0	44.0
853	0.0	0.0	1.0	0.0	0.0	2.0	2.0
854	1.0	1.0	1.0	18.0	33.0	2.0	3.0
855	1.0	1.0	1.0	34.0	6.0	0.0	2.0
856	1.0	1.0	8.0	240.0	349.0	10.0	544.0
857	1.0	1.0	1.0	42.0	123.0	5.0	5.0
858	0.0	0.0	1.0	16.0	4.0	1.0	11.0
859	1.0	1.0	1.0	44.0	35.0	0.0	1.0
860	1.0	1.0	1.0	42.0	76.0	1.0	2.0
861	0.0	0.0	3.0	1.0	0.0	75.0	132.0
862	0.0	0.0	1.0	0.0	0.0	1.0	1.0
863	0.0	0.0	1.0	55.0	3.0	28.0	29.0
864	1.0	1.0	1.0	32.0	0.0	0.0	2.0
865	0.0	0.0	2.0	0.0	0.0	15.0	18.0
866	1.0	1.0	1.0	0.0	0.0	0.0	69.0
867	1.0	1.0	1.0	3.0	2.0	5.0	5.0
868	1.0	1.0	3.0	449.0	787.0	0.0	140.0
869	1.0	1.0	1.0	0.0	7.0	1.0	3.0
870	2.0	2.0	3.0	67.0	236.0	117.0	126.0
871	1.0	1.0	1.0	46.0	69.0	0.0	9.0
872	1.0	1.0	1.0	50.0	75.0	30.0	480.0
873	1.0	1.0	1.0	20.0	131.0	2.0	2.0
874	0.0	0.0	1.0	1.0	0.0	42.0	45.0
875	1.0	1.0	1.0	41.0	118.0	0.0	1.0
876	1.0	1.0	7.0	23.0	22.0	1265.0	1452.0
877	1.0	1.0	1.0	32.0	37.0	1.0	9.0
878	1.0	1.0	1.0	40.0	77.0	1.0	5.0
879	0.0	0.0	1.0	0.0	0.0	24.0	24.0
880	1.0	1.0	1.0	11.0	515.0	1.0	5.0
881	0.0	0.0	3.0	0.0	0.0	77.0	88.0
882	0.0	0.0	2.0	31.0	1.0	4.0	14.0
883	0.0	0.0	1.0	16.0	1.0	2.0	7.0
884	0.0	0.0	1.0	3.0	0.0	1.0	1
885	1.0	1.0	1.0	12.0	8.0	0.0	2.0
886	1.0	1.0	2.0	36.0	0.0	2.0	4.0
887	1.0	1.0	2.0	55.0	892.0	22.0	115.0
888	0.0	0.0	1.0	38.0	8.0	0.0	1.0
889	1.0	1.0	1.0	30.0	34.0	0.0	2.0
890	1.0	1.0	1.0	35.0	35.0	0.0	4.0
891	0.0	0.0	1.0	0.0	0.0	33.0	33.0
892	1.0	1.0	1.0	47.0	38.0	9.0	9.0
893	1.0	1.0	2.0	122.0	242.0	0.0	56.0
894	0.0	0.0	1.0	16.0	35.0	8.0	8.0
895	0.0	0.0	1.0	0.0	0.0	0.0	2.0
896	0.0	0.0	1.0	15.0	2.0	23.0	34.0
897	1.0	1.0	1.0	0.0	0.0	0.0	1.0
898	1.0	1.0	1.0	0.0	0.0	0.0	1.0
899	1.0	1.0	1.0	0.0	0.0	0.0	1.0
900	0.0	0.0	4.0	0.0	1.0	102.0	133.0
901	1.0	1.0	1.0	13.0	17.0	1.0	1.0
902	1.0	1.0	1.0	13.0	17.0	2.0	2.0
903	0.0	0.0	1.0	0.0	0.0	5.0	19.0
904	1.0	1.0	2.0	16.0	2.0	12.0	18.0
905	0.0	0.0	7.0	0.0	1.0	119.0	133.0
906	0.0	0.0	1.0	18.0	15.0	1.0	1.0
907	0.0	0.0	1.0	18.0	15.0	1.0	1.0
908	0.0	0.0	1.0	18.0	15.0	1.0	1.0
909	1.0	1.0	1.0	26.0	34.0	1.0	1.0
910	1.0	1.0	1.0	26.0	34.0	1.0	1.0
911	0.0	0.0	1.0	17.0	0.0	2.0	12.0
912	1.0	1.0	1.0	0.0	0.0	1.0	1.0
913	0.0	0.0	1.0	27.0	433.0	0.0	8.0
914	0.0	0.0	1.0	17.0	0.0	1.0	1.0
915	2.0	2.0	1.0	35.0	45.0	3.0	12.0
916	1.0	1.0	1.0	16.0	14.0	2.0	4.0
917	0.0	0.0	1.0	0.0	0.0	1.0	1.0
918	0.0	0.0	2.0	9.0	11.0	0.0	60.0
919	0.0	0.0	4.0	0.0	1.0	37.0	50.0
920	0.0	0.0	1.0	17.0	0.0	2.0	12.0
921	0.0	0.0	1.0	0.0	0.0	1.0	1.0
922	0.0	0.0	1.0	17.0	0.0	1.0	1.0
923	0.0	0.0	1.0	17.0	0.0	1.0	1.0
924	0.0	0.0	1.0	17.0	0.0	2.0	2.0
925	0.0	0.0	1.0	0.0	0.0	1.0	1.0
926	1.0	1.0	1.0	22.0	87.0	0.0	6.0
927	1.0	1.0	1.0	22.0	87.0	0.0	6.0
928	0.0	0.0	1.0	0.0	0.0	4.0	12.0
929	1.0	1.0	1.0	23.0	15.0	1.0	1.0
930	0.0	0.0	3.0	0.0	0.0	12.0	12.0
931	0.0	0.0	3.0	0.0	0.0	12.0	36.0
932	0.0	0.0	1.0	0.0	0.0	4.0	5.0
933	1.0	1.0	1.0	10.0	4.0	0.0	8.0
934	1.0	1.0	1.0	10.0	4.0	0.0	8.0
935	1.0	1.0	1.0	23.0	88.0	0.0	12.0
936	1.0	1.0	3.0	124.0	52.0	56.0	60.0
937	1.0	1.0	1.0	40.0	77.0	0.0	5.0
938	0.0	0.0	1.0	17.0	0.0	1.0	1.0
939	0.0	0.0	1.0	23.0	427.0	0.0	2.0
940	0.0	0.0	1.0	23.0	427.0	0.0	2.0
941	0.0	0.0	1.0	23.0	427.0	0.0	2.0
942	1.0	1.0	1.0	36.0	7.0	1.0	1.0
943	0.0	0.0	1.0	23.0	427.0	0.0	2.0
944	0.0	0.0	1.0	0.0	0.0	2.0	5.0
945	0.0	0.0	1.0	0.0	0.0	2.0	5.0
946	0.0	0.0	2.0	0.0	0.0	4.0	4.0
947	1.0	1.0	1.0	149.0	299.0	0.0	7.0
948	0.0	0.0	3.0	0.0	0.0	17.0	78.0
949	1.0	1.0	2.0	43.0	442.0	28.0	70.0
950	1.0	1.0	2.0	34.0	431.0	4.0	14.0
951	1.0	1.0	1.0	9.0	38.0	0.0	4.0
952	0.0	0.0	2.0	77.0	5.0	4.0	8.0
953	1.0	1.0	1.0	10.0	225.0	2.0	7.0
954	1.0	1.0	3.0	46.0	443.0	5.0	21.0
955	1.0	1.0	1.0	17.0	10.0	9.0	12.0
956	0.0	0.0	1.0	0.0	0.0	0.0	2.0
957	0.0	0.0	1.0	0.0	0.0	2.0	6.0
958	0.0	0.0	2.0	0.0	0.0	4.0	8.0
959	0.0	0.0	1.0	0.0	0.0	1.0	1.0
960	1.0	1.0	1.0	17.0	116.0	76.0	84.0
961	1.0	1.0	1.0	27.0	12.0	0.0	12.0
962	0.0	0.0	1.0	6.0	39.0	4.0	5.0
963	0.0	0.0	1.0	6.0	39.0	4.0	5.0
964	0.0	0.0	1.0	6.0	39.0	4.0	5.0
965	0.0	0.0	1.0	0.0	0.0	1.0	1.0
966	1.0	1.0	1.0	35.0	39.0	3.0	36.0
967	0.0	0.0	1.0	17.0	0.0	1.0	1.0
968	0.0	0.0	1.0	17.0	0.0	2.0	2.0
969	1.0	1.0	1.0	23.0	12.0	2.0	5.0
970	1.0	1.0	1.0	23.0	12.0	0.0	1.0
971	1.0	1.0	1.0	44.0	35.0	0.0	1.0
972	1.0	1.0	1.0	44.0	35.0	0.0	1.0
973	1.0	1.0	2.0	17.0	192.0	4.0	18.0
974	0.0	0.0	1.0	0.0	1.0	0.0	2.0
975	0.0	0.0	1.0	11.0	7.0	2.0	2.0
976	0.0	0.0	1.0	11.0	7.0	1.0	1.0
977	0.0	0.0	2.0	0.0	0.0	18.0	18.0
978	0.0	0.0	1.0	0.0	0.0	0.0	2.0
979	0.0	0.0	2.0	0.0	0.0	2.0	8.0
980	0.0	0.0	2.0	0.0	0.0	8.0	24.0
981	0.0	0.0	2.0	0.0	2.0	34.0	38.0
982	0.0	0.0	2.0	0.0	0.0	80.0	115.0
983	0.0	0.0	1.0	16.0	46.0	9.0	9.0
984	0.0	0.0	2.0	148.0	94.0	9.0	108.0
985	1.0	1.0	1.0	50.0	72.0	3.0	36.0
986	0.0	0.0	1.0	0.0	0.0	5.0	19.0
987	1.0	1.0	1.0	31.0	58.0	1.0	1.0
988	0.0	0.0	1.0	0.0	0.0	5.0	19.0
989	0.0	0.0	1.0	10.0	3.0	4.0	5.0
990	0.0	0.0	1.0	13.0	32.0	5.0	6.0
991	0.0	0.0	1.0	0.0	0.0	5.0	5.0
992	0.0	0.0	1.0	0.0	0.0	5.0	19.0
993	0.0	0.0	1.0	0.0	0.0	0.0	8.0
994	1.0	1.0	2.0	266.0	176.0	2.0	608.0
995	0.0	0.0	1.0	0.0	0.0	0.0	4.0
996	1.0	1.0	3.0	250.0	538.0	0.0	228.0
997	0.0	0.0	1.0	27.0	433.0	0.0	4.0
998	0.0	0.0	1.0	0.0	0.0	5.0	19.0
999	1.0	1.0	1.0	5.0	13.0	1.0	1.0
1000	1.0	1.0	1.0	5.0	13.0	1.0	1.0
1001	1.0	1.0	3.0	139.0	565.0	3.0	60.0
1002	1.0	1.0	1.0	37.0	121.0	1.0	1.0
1003	1.0	1.0	1.0	18.0	14.0	0.0	4.0
1004	1.0	1.0	1.0	18.0	14.0	0.0	4.0
1005	1.0	1.0	1.0	0.0	0.0	14.0	20.0
1006	1.0	1.0	1.0	37.0	48.0	7.0	56.0
1007	1.0	1.0	1.0	18.0	22.0	0.0	3.0
1008	1.0	1.0	2.0	51.0	62.0	28.0	40.0
1009	1.0	1.0	1.0	0.0	0.0	0.0	20.0
1010	1.0	1.0	2.0	81.0	314.0	16.0	80.0
1011	1.0	1.0	1.0	14.0	15.0	2.0	2.0
1012	0.0	0.0	1.0	23.0	427.0	0.0	2.0
1013	1.0	1.0	1.0	54.0	22.0	2.0	2.0
1014	1.0	1.0	1.0	41.0	13.0	0.0	1.0
1015	0.0	0.0	1.0	0.0	0.0	3.0	3.0
1016	1.0	1.0	1.0	39.0	67.0	0.0	1.0
1017	0.0	0.0	1.0	10.0	3.0	0.0	5.0
1018	1.0	1.0	1.0	21.0	174.0	1.0	4.0
1019	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1020	1.0	1.0	1.0	14.0	13.0	0.0	54.0
1021	1.0	1.0	10.0	167.0	466.0	110.0	150.0
1022	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1023	1.0	1.0	1.0	28.0	25.0	5.0	9.0
1024	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1025	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1026	1.0	1.0	1.0	28.0	25.0	1.0	3.0
1027	1.0	1.0	3.0	112.0	198.0	70.0	70.0
1028	1.0	1.0	2.0	45.0	4.0	12.0	12.0
1029	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1030	0.0	0.0	1.0	23.0	427.0	1.0	1.0
1031	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1032	0.0	0.0	1.0	23.0	427.0	0.0	1.0
1033	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1034	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1035	1.0	1.0	3.0	104.0	102.0	5.0	185.0
1036	0.0	0.0	1.0	23.0	427.0	1.0	1.0
1037	1.0	1.0	1.0	5.0	10.0	3.0	3.0
1038	1.0	1.0	1.0	5.0	10.0	3.0	3.0
1039	0.0	0.0	1.0	23.0	427.0	1.0	1.0
1040	1.0	1.0	2.0	9.0	159.0	6.0	6.0
1041	0.0	0.0	1.0	0.0	0.0	0.0	1.0
1042	1.0	1.0	1.0	60.0	215.0	11.0	12.0
1043	0.0	0.0	1.0	35.0	23.0	1.0	1.0
1044	1.0	1.0	1.0	39.0	184.0	0.0	20.0
1045	1.0	1.0	1.0	30.0	30.0	0.0	20.0
1046	1.0	1.0	3.0	102.0	79.0	0.0	35.0
1047	1.0	1.0	1.0	16.0	90.0	5.0	24.0
1048	1.0	1.0	4.0	95.0	177.0	1.0	56.0
1049	1.0	1.0	1.0	16.0	5.0	2.0	2.0
1050	1.0	1.0	2.0	14.0	250.0	12.0	12.0
1051	1.0	1.0	2.0	22.0	98.0	4.0	4.0
1052	0.0	0.0	1.0	24.0	69.0	1.0	1.0
1053	0.0	0.0	1.0	24.0	69.0	1.0	2.0
1054	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1055	1.0	1.0	2.0	65.0	62.0	0.0	74.0
1056	1.0	1.0	5.0	121.0	458.0	30.0	35.0
1057	1.0	1.0	1.0	0.0	64.0	1.0	1.0
1058	1.0	1.0	1.0	22.0	78.0	12.0	13.0
1059	0.0	0.0	3.0	52.0	85.0	42.0	91.0
1060	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1061	1.0	1.0	1.0	5.0	26.0	0.0	6.0
1062	0.0	0.0	2.0	0.0	0.0	0.0	6.0
1063	0.0	0.0	1.0	6.0	11.0	2.0	2.0
1064	1.0	1.0	1.0	25.0	49.0	0.0	2.0
1065	0.0	0.0	1.0	29.0	90.0	0.0	2.0
1066	1.0	1.0	3.0	172.0	266.0	12.0	144.0
1067	1.0	1.0	1.0	32.0	36.0	2.0	8.0
1068	2.0	2.0	1.0	38.0	49.0	4.0	16.0
1069	1.0	1.0	3.0	70.0	185.0	0.0	24.0
1070	0.0	0.0	1.0	42.0	52.0	0.0	2.0
1071	0.0	0.0	1.0	9.0	29.0	7.0	13.0
1072	0.0	0.0	1.0	9.0	29.0	7.0	13.0
1073	0.0	0.0	1.0	29.0	90.0	0.0	2.0
1074	1.0	1.0	6.0	91.0	226.0	42.0	78.0
1075	0.0	0.0	1.0	5.0	6.0	0.0	3.0
1076	1.0	1.0	1.0	0.0	1.0	10.0	132.0
1077	1.0	1.0	1.0	51.0	40.0	18.0	36.0
1078	0.0	0.0	1.0	0.0	0.0	5.0	19.0
1079	0.0	0.0	1.0	9.0	29.0	7.0	13.0
1080	1.0	1.0	1.0	17.0	63.0	4.0	8.0
1081	1.0	1.0	1.0	74.0	99.0	36.0	36.0
1082	1.0	1.0	1.0	10.0	0.0	0.0	38.0
1083	1.0	1.0	1.0	32.0	27.0	1.0	1.0
1084	1.0	1.0	1.0	15.0	17.0	1.0	1.0
1085	1.0	1.0	1.0	15.0	17.0	1.0	1.0
1086	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1087	0.0	0.0	1.0	0.0	2.0	1.0	1.0
1088	1.0	1.0	1.0	22.0	107.0	1.0	1.0
1089	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1090	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1091	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1092	1.0	1.0	1.0	17.0	62.0	0.0	40.0
1093	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1094	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1095	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1096	0.0	0.0	1.0	0.0	0.0	2.0	8.0
1097	0.0	0.0	1.0	29.0	90.0	0.0	2.0
1098	1.0	1.0	1.0	28.0	36.0	2.0	4.0
1099	0.0	0.0	1.0	3.0	0.0	1.0	1.0
1100	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1101	0.0	0.0	1.0	0.0	0.0	3.0	3.0
1102	1.0	1.0	3.0	99.0	720.0	2.0	308.0
1103	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1104	1.0	1.0	1.0	13.0	80.0	0.0	1.0
1105	1.0	1.0	1.0	13.0	80.0	0.0	1.0
1106	1.0	1.0	1.0	21.0	85.0	0.0	16.0
1107	1.0	1.0	1.0	22.0	87.0	0.0	6.0
1108	1.0	1.0	1.0	0.0	0.0	4.0	6.0
1109	0.0	0.0	1.0	112.0	32.0	1.0	1.0
1110	1.0	1.0	1.0	12.0	1.0	1.0	1.0
1111	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1112	1.0	1.0	1.0	0.0	0.0	0.0	3.0
1113	1.0	1.0	1.0	26.0	146.0	4.0	4.0
1114	1.0	1.0	1.0	28.0	161.0	0.0	10.0
1115	0.0	0.0	1.0	18.0	0.0	4.0	24.0
1116	0.0	0.0	1.0	0.0	0.0	6.0	6.0
1117	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1118	0.0	0.0	1.0	0.0	0.0	0.0	2.0
1119	1.0	1.0	1.0	0.0	0.0	8.0	12.0
1120	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1121	0.0	0.0	1.0	0.0	0.0	3.0	3.0
1122	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1123	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1124	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1125	1.0	1.0	1.0	13.0	80.0	0.0	2.0
1126	1.0	1.0	1.0	37.0	16.0	3.0	13.0
1127	1.0	1.0	1.0	0.0	7.0	2.0	3.0
1128	1.0	1.0	1.0	0.0	7.0	0.0	1.0
1129	1.0	1.0	1.0	26.0	146.0	0.0	2.0
1130	0.0	0.0	1.0	0.0	0.0	0.0	15.0
1131	0.0	0.0	1.0	0.0	0.0	1.0	4.0
1132	0.0	0.0	1.0	17.0	2.0	3.0	14.0
1133	0.0	0.0	3.0	0.0	0.0	0.0	27.0
1134	0.0	0.0	1.0	0.0	21.0	1.0	1.0
1135	1.0	1.0	1.0	40.0	29.0	11.0	12.0
1136	0.0	0.0	1.0	13.0	32.0	5.0	18.0
1137	1.0	1.0	1.0	28.0	50.0	15.0	22.0
1138	1.0	1.0	1.0	28.0	49.0	1.0	1.0
1139	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1140	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1141	1.0	1.0	1.0	40.0	29.0	1.0	1.0
1142	1.0	1.0	1.0	40.0	29.0	4.0	4.0
1143	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1144	1.0	1.0	1.0	15.0	11.0	1.0	6.0
1145	1.0	1.0	2.0	62.0	56.0	0.0	10.0
1146	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1147	0.0	0.0	1.0	18.0	15.0	1.0	1.0
1148	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1149	0.0	0.0	1.0	9.0	20.0	2.0	2.0
1150	0.0	0.0	1.0	9.0	20.0	2.0	2.0
1151	0.0	0.0	1.0	0.0	0.0	7.0	43.0
1152	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1153	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1154	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1155	0.0	0.0	1.0	23.0	427.0	1.0	1.0
1156	0.0	0.0	1.0	0.0	72.0	1.0	1.0
1157	0.0	0.0	1.0	13.0	32.0	1.0	3.0
1158	1.0	1.0	1.0	26.0	9.0	18.0	20.0
1159	1.0	1.0	1.0	26.0	9.0	18.0	20.0
1160	1.0	1.0	2.0	391.0	665.0	0.0	14.0
1161	1.0	1.0	1.0	26.0	9.0	18.0	20.0
1162	1.0	1.0	1.0	13.0	2.0	12.0	36.0
1163	1.0	1.0	1.0	26.0	9.0	1.0	1.0
1164	1.0	1.0	1.0	15.0	11.0	1.0	3.0
1165	1.0	1.0	1.0	26.0	9.0	18.0	20.0
1166	0.0	0.0	1.0	0.0	5.0	51.0	58.0
1167	1.0	1.0	1.0	8.0	12.0	1.0	1.0
1168	0.0	0.0	1.0	9.0	20.0	0.0	2.0
1169	0.0	0.0	1.0	0.0	0.0	9.0	27.0
1170	1.0	1.0	1.0	9.0	6.0	1.0	1.0
1171	1.0	1.0	1.0	9.0	6.0	1.0	1.0
1172	1.0	1.0	1.0	32.0	37.0	1.0	9.0
1173	2.0	2.0	2.0	54.0	0.0	6.0	8.0
1174	1.0	1.0	2.0	68.0	222.0	0.0	77.0
1175	1.0	1.0	1.0	48.0	128.0	0.0	28.0
1176	1.0	1.0	2.0	114.0	325.0	6.0	6.0
1177	1.0	1.0	1.0	9.0	6.0	1.0	1.0
1178	1.0	1.0	1.0	21.0	4.0	11.0	13.0
1179	1.0	1.0	1.0	7.0	3.0	0.0	43.0
1180	1.0	1.0	1.0	8.0	12.0	0.0	1.0
1181	1.0	1.0	1.0	43.0	127.0	0.0	7.0
1182	0.0	0.0	2.0	0.0	0.0	1.0	6.0
1183	1.0	1.0	1.0	13.0	17.0	2.0	2.0
1184	0.0	0.0	1.0	0.0	0.0	1.0	2.0
1185	1.0	1.0	1.0	21.0	20.0	1.0	1.0
1186	1.0	1.0	1.0	21.0	20.0	1.0	1.0
1187	1.0	1.0	1.0	21.0	20.0	1.0	1.0
1188	1.0	1.0	1.0	43.0	127.0	6.0	7.0
1189	0.0	0.0	1.0	0.0	0.0	5.0	19.0
1190	1.0	1.0	1.0	41.0	20.0	3.0	6.0
1191	0.0	0.0	1.0	0.0	0.0	0.0	2.0
1192	1.0	1.0	1.0	15.0	9.0	0.0	4.0
1193	0.0	0.0	1.0	148.0	20.0	4.0	8.0
1194	0.0	0.0	1.0	10.0	2.0	3.0	3.0
1195	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1196	0.0	0.0	1.0	148.0	20.0	3.0	4.0
1197	0.0	0.0	1.0	0.0	0.0	6.0	6.0
1198	0.0	0.0	2.0	0.0	0.0	12.0	12.0
1199	0.0	0.0	1.0	0.0	0.0	6.0	6.0
1200	0.0	0.0	1.0	0.0	0.0	3.0	3.0
1201	1.0	1.0	3.0	33.0	191.0	59.0	117.0
1202	1.0	1.0	4.0	120.0	356.0	24.0	45.0
1203	1.0	1.0	4.0	107.0	330.0	18.0	35.0
1204	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1205	1.0	1.0	2.0	21.0	12.0	3.0	9.0
1206	1.0	1.0	1.0	30.0	68.0	0.0	2.0
1207	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1208	1.0	1.0	1.0	0.0	64.0	2.0	2.0
1209	1.0	1.0	1.0	0.0	64.0	2.0	2.0
1210	1.0	1.0	1.0	0.0	2.0	1.0	3.0
1211	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1212	1.0	1.0	1.0	38.0	44.0	2.0	2.0
1213	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1214	0.0	0.0	3.0	0.0	0.0	22.0	48.0
1215	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1216	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1217	1.0	1.0	1.0	0.0	12.0	2.0	12.0
1218	1.0	1.0	2.0	64.0	56.0	0.0	14.0
1219	0.0	0.0	1.0	0.0	0.0	2.0	5.0
1220	1.0	1.0	1.0	54.0	150.0	7.0	45.0
1221	1.0	1.0	3.0	89.0	210.0	12.0	12.0
1222	0.0	0.0	1.0	0.0	0.0	1.0	3.0
1223	0.0	0.0	1.0	0.0	1.0	2.0	2.0
1224	1.0	1.0	1.0	28.0	36.0	2.0	4.0
1225	0.0	0.0	4.0	0.0	0.0	35.0	55.0
1226	0.0	0.0	3.0	0.0	0.0	21.0	33.0
1227	0.0	0.0	1.0	18.0	1.0	1.0	1.0
1228	0.0	0.0	1.0	0.0	0.0	3.0	6.0
1229	0.0	0.0	1.0	0.0	0.0	7.0	10.0
1230	1.0	1.0	1.0	28.0	36.0	2.0	4.0
1231	0.0	0.0	1.0	0.0	0.0	1.0	2.0
1232	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1233	0.0	0.0	1.0	0.0	0.0	7.0	8.0
1234	1.0	1.0	1.0	46.0	69.0	7.0	9.0
1235	1.0	1.0	2.0	31.0	8.0	12.0	18.0
1236	0.0	0.0	1.0	0.0	0.0	0.0	1.0
1237	0.0	0.0	1.0	0.0	0.0	4.0	8.0
1238	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1239	0.0	0.0	1.0	0.0	0.0	2.0	2.0
1240	0.0	0.0	1.0	0.0	0.0	1.0	3.0
1241	1.0	1.0	1.0	10.0	221.0	4.0	10.0
1242	1.0	1.0	1.0	9.0	216.0	2.0	2.0
1243	0.0	0.0	1.0	33.0	26.0	2.0	2.0
1244	0.0	0.0	1.0	33.0	26.0	2.0	2.0
1245	0.0	0.0	1.0	33.0	26.0	2.0	2.0
1246	0.0	0.0	1.0	0.0	0.0	0.0	1.0
1247	1.0	1.0	1.0	54.0	31.0	1.0	1.0
1248	0.0	0.0	1.0	0.0	0.0	1.0	1.0
1249	0.0	0.0	1.0	100.0	72.0	1.0	2.0
1250	0.0	0.0	1.0	100.0	73.0	2.0	4.0
1251	1.0	1.0	2.0	6.0	6.0	4.0	4.0
1252	0.0	0.0	1.0	0.0	0.0	0.0	11.0
1253	1.0	1.0	1.0	22.0	53.0	0.0	12.0
1254	0.0	0.0	1.0	33.0	26.0	1.0	1.0
1255	1.0	1.0	2.0	0.0	0.0	22.0	22.0
1256	0.0	0.0	1.0	0.0	0.0	0.0	2.0
1257	1.0	1.0	1.0	22.0	13.0	6.0	6.0
1258	0.0	0.0	1.0	2.0	0.0	2.0	2.0
1259	1.0	1.0	1.0	36.0	89.0	1.0	1.0
1260	1.0	1.0	1.0	36.0	89.0	1.0	2.0
1261	0.0	0.0	1.0	0.0	0.0	2.0	3.0
1262	0.0	0.0	1.0	0.0	0.0	0.0	1.0
1263	1.0	1.0	1.0	19.0	53.0	0.0	24.0
1264	0.0	0.0	1.0	0.0	0.0	2.0	2.0
1265	1.0	1.0	1.0	15.0	11.0	0.0	2.0
1266	0.0	0.0	1.0	0.0	0.0	0.0	27.0
1267	1.0	1.0	1.0	16.0	5.0	0.0	2.0
1268	0.0	0.0	1.0	0.0	21.0	1.0	1.0
1269	0.0	0.0	1.0	0.0	21.0	1.0	1.0
